0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 1 0.00348432
0.999798 0.75 0.1 0.999999 0.00348432
0.999798 0.750001 0.1 0.999999 0.00348432
0.999797 0.750001 0.1 0.999999 0.00348432
0.999797 0.750002 0.1 0.999998 0.00348432
0.999796 0.750003 0.1 0.999997 0.00348432
0.999795 0.750004 0.1 0.999995 0.00348431
0.999793 0.750006 0.1 0.999992 0.00348431
0.99979 0.750009 0.1 0.999988 0.00348431
0.999786 0.750014 0.1 0.999982 0.0034843
0.999779 0.750021 0.1 0.999973 0.00348429
0.999771 0.750031 0.1 0.99996 0.00348428
0.999758 0.750046 0.1 0.999942 0.00348426
0.99974 0.750066 0.1 0.999916 0.00348423
0.999714 0.750095 0.1 0.99988 0.00348419
0.999679 0.750135 0.1 0.999829 0.00348414
0.999631 0.75019 0.1 0.999761 0.00348407
0.999567 0.750264 0.1 0.999668 0.00348397
0.999481 0.750363 0.1 0.999545 0.00348384
0.999367 0.750494 0.1 0.999383 0.00348367
0.999218 0.750665 0.1 0.999171 0.00348345
0.999027 0.750885 0.1 0.998899 0.00348317
0.998784 0.751166 0.1 0.998553 0.00348281
0.998479 0.751519 0.1 0.998119 0.00348236
0.9981 0.751959 0.1 0.99758 0.0034818
0.997635 0.752499 0.1 0.99692 0.00348112
0.997071 0.753154 0.1 0.99612 0.00348029
0.996395 0.753942 0.1 0.995162 0.00347931
0.995594 0.754876 0.1 0.994029 0.00347814
0.994656 0.755973 0.1 0.992704 0.00347678
0.993569 0.757246 0.1 0.991169 0.0034752
0.992322 0.75871 0.1 0.989411 0.0034734
0.990906 0.760375 0.1 0.987418 0.00347135
0.989314 0.76225 0.1 0.98518 0.00346906
0.987541 0.764344 0.1 0.982691 0.00346651
0.985583 0.766661 0.1 0.979946 0.00346369
0.983439 0.769205 0.1 0.976945 0.00346061
0.981109 0.771976 0.1 0.973689 0.00345727
0.978596 0.774972 0.1 0.970183 0.00345367
0.975904 0.778191 0.1 0.966432 0.00344981
0.973037 0.781627 0.1 0.962446 0.0034457
0.970004 0.785275 0.1 0.958234 0.00344135
0.96681 0.789126 0.1 0.953807 0.00343677
0.963465 0.793172 0.1 0.949179 0.00343196
0.959976 0.797405 0.1 0.944361 0.00342695
0.956353 0.801816 0.1 0.939367 0.00342174
0.952605 0.806393 0.1 0.934209 0.00341635
0.94874 0.811129 0.1 0.928902 0.00341077
0.944769 0.816013 0.1 0.923458 0.00340504
0.940698 0.821037 0.1 0.91789 0.00339915
0.936537 0.826191 0.1 0.912209 0.00339312
0.932294 0.831466 0.1 0.906428 0.00338697
0.927975 0.836856 0.1 0.900556 0.00338068
0.923589 0.84235 0.1 0.894604 0.00337429
0.919141 0.847943 0.1 0.888582 0.00336779
0.914639 0.853628 0.1 0.882498 0.0033612
0.910087 0.859397 0.1 0.876361 0.00335452
0.905492 0.865246 0.1 0.870178 0.00334776
0.900858 0.871168 0.1 0.863957 0.00334092
0.896189 0.877158 0.1 0.857703 0.00333402
0.891491 0.883211 0.1 0.851424 0.00332705
0.886767 0.889324 0.1 0.845124 0.00332002
0.882021 0.895491 0.1 0.838808 0.00331294
0.877256 0.90171 0.1 0.832482 0.00330582
0.872475 0.907976 0.1 0.826149 0.00329865
0.86768 0.914287 0.1 0.819813 0.00329143
0.862876 0.92064 0.1 0.813477 0.00328418
0.858063 0.927031 0.1 0.807146 0.0032769
0.853243 0.933459 0.1 0.800821 0.00326959
0.84842 0.939922 0.1 0.794505 0.00326224
0.843594 0.946416 0.1 0.788201 0.00325487
0.838768 0.952941 0.1 0.781911 0.00324748
0.833942 0.959495 0.1 0.775636 0.00324006
0.829117 0.966076 0.1 0.769379 0.00323262
0.824296 0.972683 0.1 0.763141 0.00322516
0.819479 0.979315 0.1 0.756923 0.00321769
0.814666 0.985971 0.1 0.750726 0.0032102
0.809859 0.992649 0.1 0.744551 0.00320269
0.805059 0.999351 0.1 0.738399 0.00319517
0.800265 1.00607 0.1 0.732271 0.00318764
0.795478 1.01282 0.1 0.726167 0.00318009
0.790698 1.01958 0.1 0.720087 0.00317252
0.785925 1.02637 0.1 0.714031 0.00316495
0.78116 1.03318 0.1 0.708 0.00315736
0.776401 1.04001 0.1 0.701992 0.00314975
0.771648 1.04687 0.1 0.696007 0.00314213
0.766901 1.05375 0.1 0.690044 0.00313449
0.762159 1.06065 0.1 0.684102 0.00312684
0.75742 1.06759 0.1 0.678178 0.00311916
0.752681 1.07455 0.1 0.672272 0.00311146
0.747942 1.08155 0.1 0.66638 0.00310373
0.743198 1.08859 0.1 0.660498 0.00309597
0.738447 1.09567 0.1 0.654621 0.00308817
0.733683 1.10281 0.1 0.648745 0.00308032
0.72892 1.11001 0.1 0.642879 0.00307242
0.724208 1.11722 0.1 0.637078 0.0030645
0.719573 1.12434 0.1 0.631388 0.00305669
0.715009 1.13139 0.1 0.625799 0.00304897
0.710511 1.13837 0.1 0.620305 0.00304134
0.706076 1.14529 0.1 0.614901 0.00303378
0.7017 1.15215 0.1 0.609582 0.00302629
0.69738 1.15895 0.1 0.604345 0.00301888
0.693116 1.1657 0.1 0.599188 0.00301153
0.688906 1.17239 0.1 0.594109 0.00300425
0.684749 1.17904 0.1 0.589106 0.00299704
0.680645 1.18563 0.1 0.584179 0.00298989
0.676594 1.19217 0.1 0.579327 0.00298281
0.672596 1.19865 0.1 0.57455 0.0029758
0.668651 1.20507 0.1 0.569849 0.00296886
0.664761 1.21144 0.1 0.565223 0.00296199
0.660927 1.21775 0.1 0.560674 0.0029552
0.657149 1.22399 0.1 0.556202 0.00294849
0.65343 1.23017 0.1 0.55181 0.00294185
0.649771 1.23627 0.1 0.547499 0.0029353
0.646174 1.2423 0.1 0.54327 0.00292885
0.642641 1.24825 0.1 0.539126 0.00292248
