3.4382 0.319914 1.09993 3.4382 0.326071 1.1211 1.1211
3.46212 0.317003 1.0975 3.46212 0.324625 1.12389 1.12389
3.48596 0.314154 1.09513 3.48596 0.323482 1.12764 1.12764
3.50973 0.311364 1.0928 3.50973 0.322663 1.13246 1.13246
3.53343 0.308631 1.09053 3.53343 0.322193 1.13845 1.13845
3.55704 0.305956 1.0883 3.55704 0.322095 1.1457 1.1457
3.58057 0.303335 1.08611 3.58057 0.322392 1.15435 1.15435
3.60401 0.300769 1.08397 3.60401 0.323111 1.1645 1.1645
3.62736 0.298255 1.08188 3.62736 0.324275 1.17626 1.17626
3.65062 0.295793 1.07983 3.65062 0.325912 1.18978 1.18978
3.67378 0.293381 1.07782 3.67378 0.328045 1.20517 1.20517
3.69684 0.291019 1.07585 3.69684 0.330702 1.22255 1.22255
3.71979 0.288705 1.07392 3.71979 0.333909 1.24207 1.24207
3.74263 0.286438 1.07203 3.74263 0.337691 1.26385 1.26385
3.76537 0.284217 1.07018 3.76537 0.342074 1.28804 1.28804
3.78798 0.282041 1.06837 3.78798 0.347085 1.31475 1.31475
3.81048 0.27991 1.06659 3.81048 0.352748 1.34414 1.34414
3.83286 0.277822 1.06485 3.83286 0.359089 1.37634 1.37634
3.85511 0.275776 1.06315 3.85511 0.366132 1.41148 1.41148
3.87723 0.273772 1.06148 3.87723 0.373901 1.4497 1.4497
3.89922 0.271808 1.05984 3.89922 0.382419 1.49114 1.49114
3.92108 0.269884 1.05824 3.92108 0.39171 1.53592 1.53592
3.94279 0.267999 1.05667 3.94279 0.401794 1.58419 1.58419
3.96437 0.266153 1.05513 3.96437 0.412694 1.63607 1.63607
3.9858 0.264344 1.05362 3.9858 0.424427 1.69168 1.69168
4.00708 0.262571 1.05214 4.00708 0.437015 1.75115 1.75115
4.02821 0.260835 1.0507 4.02821 0.450473 1.8146 1.8146
4.04918 0.259133 1.04928 4.04918 0.464819 1.88213 1.88213
4.07 0.257467 1.04789 4.07 0.480067 1.95387 1.95387
4.09065 0.255834 1.04653 4.09065 0.496231 2.02991 2.02991
4.11114 0.254235 1.0452 4.11114 0.513323 2.11034 2.11034
4.13146 0.252668 1.04389 4.13146 0.531355 2.19527 2.19527
4.15162 0.251134 1.04261 4.15162 0.550335 2.28478 2.28478
4.1716 0.249631 1.04136 4.1716 0.57027 2.37894 2.37894
4.1914 0.248159 1.04013 4.1914 0.591167 2.47782 2.47782
4.21102 0.246717 1.03893 4.21102 0.613029 2.58148 2.58148
4.23046 0.245305 1.03775 4.23046 0.635859 2.68998 2.68998
4.24972 0.243923 1.0366 4.24972 0.659657 2.80335 2.80335
4.26879 0.242569 1.03547 4.26879 0.684421 2.92165 2.92165
4.28766 0.241243 1.03437 4.28766 0.710148 3.04488 3.04488
4.30635 0.239945 1.03329 4.30635 0.736833 3.17306 3.17306
4.32483 0.238675 1.03223 4.32483 0.764468 3.3062 3.3062
4.34312 0.237431 1.03119 4.34312 0.793045 3.44429 3.44429
4.3612 0.236214 1.03018 4.3612 0.822551 3.58731 3.58731
4.37908 0.235023 1.02919 4.37908 0.852973 3.73524 3.73524
4.39675 0.233858 1.02821 4.39675 0.884296 3.88803 3.88803
4.41421 0.232717 1.02726 4.41421 0.916503 4.04564 4.04564
4.43146 0.231602 1.02633 4.43146 0.949573 4.208 4.208
4.44849 0.230511 1.02543 4.44849 0.983487 4.37503 4.37503
4.46531 0.229444 1.02454 4.46531 1.01822 4.54666 4.54666
4.4819 0.2284 1.02367 4.4819 1.05374 4.72278 4.72278
4.49827 0.22738 1.02282 4.49827 1.09004 4.90328 4.90328
4.51442 0.226383 1.02199 4.51442 1.12707 5.08805 5.08805
4.53033 0.225408 1.02117 4.53033 1.1648 5.27694 5.27694
4.54602 0.224456 1.02038 4.54602 1.20321 5.46981 5.46981
