0.999798 0.749849 0 2.78119
0.999798 0.749849 0 2.78119
0.999798 0.749849 0 2.78119
0.999798 0.749849 0 2.78119
0.999798 0.749849 0 2.78119
0.999798 0.749849 0 2.78119
0.999798 0.749849 0 2.78119
0.999798 0.749849 0 2.78119
0.999798 0.749849 0 2.78119
0.999798 0.749849 0 2.78119
0.999803 0.749849 0 2.78121
0.999926 0.749851 0 2.78167
1.00174 0.749706 0 2.78822
1.01082 0.745934 0 2.81856
0.976298 0.726586 0 2.67888
0.833119 0.87124 0 2.33739
0.830871 0.778606 0 1.86502
1.28483 1.99328 0 4.10329
1.31355 2.51743 0 5.44261
0.709028 1.31767 0 3.09662
0.254358 0.294202 0 0.83098
0.138402 0.0333812 0 0.294195
0.125868 0.0019843 0 0.252535
0.125013 8.11831e-05 0 0.250107
0.124976 2.59573e-06 0 0.250003
0.124975 6.22175e-08 0 0.25
0.124975 1.19367e-09 0 0.25
0.124975 0 0 0.25
0.124975 0 0 0.25
0.124975 0 0 0.25
0.124975 0 0 0.25
0.124975 0 0 0.25
