116.153 -3.7192e-09 100028 128.552
116.153 0 100028 128.552
116.153 0 100028 128.552
116.153 0 100028 128.552
116.153 0 100028 128.552
116.153 0 100028 128.552
116.153 0 100028 128.552
116.153 0 100028 128.552
116.153 0 100028 128.552
116.153 0 100028 128.552
116.153 0 100028 128.552
116.153 0 100028 128.552
116.153 0 100028 128.552
116.153 0 100028 128.552
116.153 0 100028 128.552
116.153 0 100028 128.552
116.153 0 100028 128.552
116.153 0 100028 128.552
116.153 0 100028 128.552
116.153 0 100028 128.552
116.153 0 100028 128.552
116.153 0 100028 128.552
116.153 0 100028 128.552
116.153 0 100028 128.552
116.153 0 100028 128.552
116.153 0 100028 128.552
116.153 0 100028 128.552
116.153 0 100028 128.552
116.153 0 100028 128.552
116.153 0 100028 128.552
116.153 0 100028 128.552
116.153 0 100028 128.552
116.153 1.33875e-07 100028 128.552
116.153 5.65251e-07 100028 128.552
116.153 2.12713e-06 100028 128.552
116.152 6.10995e-06 100027 128.552
116.151 1.65302e-05 100026 128.552
116.149 3.51474e-05 100023 128.552
116.147 5.65251e-05 100020 128.552
116.145 7.36006e-05 100018 128.552
116.143 8.49896e-05 100016 128.552
116.142 9.21943e-05 100015 128.552
116.142 9.57541e-05 100015 128.552
116.142 9.84134e-05 100014 128.552
116.142 9.92616e-05 100014 128.552
116.141 9.95071e-05 100014 128.552
116.141 9.99683e-05 100014 128.552
116.142 0.000100191 100014 128.552
116.141 0.000100284 100014 128.552
116.141 0.000100333 100014 128.552
116.141 0.000100299 100014 128.552
116.141 0.000100277 100014 128.552
116.141 0.000100377 100014 128.552
116.141 0.000100474 100014 128.552
116.141 0.000100441 100014 128.552
116.141 0.000100444 100014 128.552
116.141 0.000100415 100014 128.552
116.141 0.000100433 100014 128.552
116.141 0.000100448 100014 128.552
116.141 0.000100527 100014 128.552
116.141 0.000100598 100014 128.553
116.14 0.000100744 100014 128.553
116.139 0.00010081 100014 128.555
116.138 0.000100908 100014 128.558
116.136 0.000100864 100014 128.561
116.134 0.000100742 100014 128.563
116.133 0.000100647 100014 128.565
116.133 0.000100482 100014 128.566
116.132 0.00010036 100014 128.566
116.132 0.000100292 100014 128.566
116.132 0.000100344 100014 128.566
116.132 0.000100248 100014 128.566
116.132 0.00010014 100014 128.566
116.132 0.000100043 100014 128.566
116.132 9.99203e-05 100014 128.566
116.132 9.97789e-05 100014 128.566
116.132 9.97009e-05 100014 128.566
116.132 9.96524e-05 100014 128.566
116.132 9.95186e-05 100014 128.566
116.132 9.94443e-05 100014 128.566
116.132 9.94592e-05 100014 128.566
116.132 9.89645e-05 100014 128.566
116.132 9.83099e-05 100014 128.566
116.132 9.80758e-05 100014 128.566
116.132 9.70307e-05 100013 128.566
116.132 9.44088e-05 100013 128.566
116.131 9.06192e-05 100013 128.566
116.13 8.34452e-05 100012 128.566
116.129 7.21243e-05 100010 128.566
116.127 5.54473e-05 100008 128.566
116.125 3.4734e-05 100005 128.566
116.123 1.70921e-05 100002 128.566
116.121 7.39117e-06 100001 128.566
116.121 3.24365e-06 100000 128.566
116.121 1.16801e-06 100000 128.566
116.121 3.68259e-07 100000 128.566
116.121 1.04154e-07 100000 128.566
116.121 0 100000 128.566
116.121 0 100000 128.566
116.121 0 100000 128.566
116.121 0 100000 128.566
116.121 0 100000 128.566
116.121 0 100000 128.566
116.121 0 100000 128.566
116.121 0 100000 128.566
116.121 0 100000 128.566
116.121 0 100000 128.566
116.121 0 100000 128.566
116.121 0 100000 128.566
116.121 0 100000 128.566
116.121 0 100000 128.566
116.121 0 100000 128.566
116.121 0 100000 128.566
116.121 0 100000 128.566
116.121 0 100000 128.566
116.121 -3.71979e-09 100000 128.566
116.121 -7.06761e-08 100000 128.566
116.121 -5.95167e-08 100000 128.566
116.121 -9.29949e-08 100000 128.566
116.121 -6.69563e-08 100000 128.566
116.121 -1.07874e-07 100000 128.566
116.121 -1.30193e-07 100000 128.566
116.121 -1.7855e-07 100000 128.566
116.121 -1.48792e-07 100000 128.566
116.121 -1.74831e-07 100000 128.566
116.121 -2.3063e-07 100000 128.566
116.121 -2.00872e-07 100000 128.566
116.121 -1.78555e-07 100000 128.566
